"yf-u4m6f0","yf-u4m6f0 2","yf-u4m6f0 3","yf-u4m6f0 4","yf-u4m6f0 5","yf-u4m6f0 6","yf-u4m6f0 7"
"Sep 13, 2022","7,254.46","7,345.46","7,254.42","7,318.02","7,318.02","285,339,000"
"Sep 12, 2022","7,242.70","7,276.42","7,218.46","7,254.46","7,254.46","300,778,400"
"Sep 9, 2022","7,232.06","7,270.30","7,206.37","7,242.66","7,242.66","273,581,100"
"Sep 8, 2022","7,186.76","7,277.88","7,186.56","7,232.02","7,232.02","277,671,500"
"Sep 7, 2022","7,233.15","7,243.52","7,166.63","7,186.76","7,186.76","328,200,100"
"Sep 6, 2022","7,231.92","7,287.70","7,230.79","7,233.15","7,233.15","346,421,400"
"Sep 5, 2022","7,177.14","7,245.40","7,147.98","7,231.88","7,231.88","309,176,400"
"Sep 2, 2022","7,153.10","7,207.62","7,146.81","7,177.18","7,177.18","284,827,600"
"Sep 1, 2022","7,178.59","7,197.06","7,135.02","7,153.10","7,153.10","252,393,900"
"Aug 31, 2022","7,159.51","7,178.59","7,073.22","7,178.59","7,178.59","256,857,200"
"Aug 30, 2022","7,132.08","7,223.13","7,131.62","7,159.47","7,159.47","308,273,200"
"Aug 29, 2022","7,135.09","7,135.09","7,015.35","7,132.04","7,132.04","256,806,700"
"Aug 26, 2022","7,174.29","7,194.08","7,135.25","7,135.25","7,135.25","273,878,800"
"Aug 25, 2022","7,194.71","7,210.16","7,146.31","7,174.21","7,174.21","280,881,500"
"Aug 24, 2022","7,163.31","7,204.42","7,154.64","7,194.71","7,194.71","221,550,000"
"Aug 23, 2022","7,107.86","7,183.26","7,106.83","7,163.27","7,163.27","260,557,700"
"Aug 22, 2022","7,172.43","7,174.28","7,064.50","7,107.98","7,107.98","204,493,100"
"Aug 19, 2022","7,186.60","7,230.11","7,172.43","7,172.43","7,172.43","232,876,500"
"Aug 18, 2022","7,133.45","7,186.56","7,125.39","7,186.56","7,186.56","239,294,800"
"Aug 16, 2022","7,093.28","7,147.97","7,080.75","7,133.45","7,133.45","231,209,400"
"Aug 15, 2022","7,129.28","7,156.92","7,081.30","7,093.28","7,093.28","228,243,500"
"Aug 12, 2022","7,160.38","7,164.67","7,113.58","7,129.28","7,129.28","240,074,700"
"Aug 11, 2022","7,086.28","7,181.10","7,086.28","7,160.38","7,160.38","246,280,600"
"Aug 10, 2022","7,102.88","7,104.03","7,021.67","7,086.24","7,086.24","200,438,400"
"Aug 9, 2022","7,086.85","7,144.20","7,086.85","7,102.88","7,102.88","263,201,500"
"Aug 8, 2022","7,084.65","7,100.81","7,050.82","7,086.85","7,086.85","219,012,400"
"Aug 5, 2022","7,057.35","7,090.77","7,045.98","7,084.65","7,084.65","173,887,000"
"Aug 4, 2022","7,046.63","7,075.56","7,025.05","7,057.35","7,057.35","248,154,300"
"Aug 3, 2022","6,988.16","7,046.63","6,971.74","7,046.63","7,046.63","225,842,100"
"Aug 2, 2022","6,968.78","6,991.39","6,902.63","6,988.16","6,988.16","216,232,400"
"Aug 1, 2022","6,951.12","7,005.29","6,949.63","6,968.78","6,968.78","238,507,600"
"Jul 29, 2022","6,956.90","7,032.35","6,951.12","6,951.12","6,951.12","292,504,000"
"Jul 28, 2022","6,898.30","6,984.53","6,898.30","6,956.82","6,956.82","287,336,500"
"Jul 27, 2022","6,871.50","6,911.90","6,861.45","6,898.22","6,898.22","276,772,700"
"Jul 26, 2022","6,858.45","6,899.93","6,857.80","6,871.54","6,871.54","320,241,300"
"Jul 25, 2022","6,887.04","6,908.19","6,858.41","6,858.41","6,858.41","210,616,100"
"Jul 22, 2022","6,864.13","6,901.72","6,850.49","6,886.96","6,886.96","199,589,800"
"Jul 21, 2022","6,874.78","6,893.38","6,809.72","6,864.13","6,864.13","156,437,900"
"Jul 20, 2022","6,736.17","6,880.76","6,736.06","6,874.74","6,874.74","182,468,200"
"Jul 19, 2022","6,659.29","6,740.08","6,626.25","6,736.09","6,736.09","170,776,400"
"Jul 18, 2022","6,652.06","6,702.07","6,611.93","6,659.25","6,659.25","143,740,000"
"Jul 15, 2022","6,690.09","6,716.96","6,645.90","6,651.90","6,651.90","145,685,800"
"Jul 14, 2022","6,640.99","6,700.05","6,607.70","6,690.09","6,690.09","131,271,000"
"Jul 13, 2022","6,718.29","6,727.92","6,636.05","6,640.99","6,640.99","169,282,000"
"Jul 12, 2022","6,722.19","6,745.43","6,708.18","6,718.29","6,718.29","184,326,800"
"Jul 11, 2022","6,740.02","6,757.09","6,690.62","6,722.15","6,722.15","163,555,700"
"Jul 8, 2022","6,652.67","6,740.22","6,652.67","6,740.22","6,740.22","157,598,800"
"Jul 7, 2022","6,646.41","6,682.67","6,632.39","6,652.59","6,652.59","157,996,000"
"Jul 6, 2022","6,703.27","6,709.92","6,602.90","6,646.41","6,646.41","140,628,200"
"Jul 5, 2022","6,639.21","6,767.83","6,639.21","6,703.27","6,703.27","181,055,000"
"Jul 4, 2022","6,794.37","6,796.52","6,559.64","6,639.17","6,639.17","172,853,700"
"Jul 1, 2022","6,911.58","6,940.98","6,777.32","6,794.33","6,794.33","157,368,000"
"Jun 30, 2022","6,942.35","6,990.86","6,897.68","6,911.58","6,911.58","164,820,700"
"Jun 29, 2022","6,996.46","7,016.06","6,942.35","6,942.35","6,942.35","164,738,900"
"Jun 28, 2022","7,016.14","7,016.92","6,960.07","6,996.46","6,996.46","172,583,900"
"Jun 27, 2022","7,043.02","7,070.52","6,973.66","7,016.06","7,016.06","181,378,000"
"Jun 24, 2022","6,998.35","7,067.75","6,997.92","7,042.94","7,042.94","201,464,700"
"Jun 23, 2022","6,984.31","7,010.27","6,920.73","6,998.27","6,998.27","212,119,400"
"Jun 22, 2022","7,044.11","7,063.26","6,968.30","6,984.31","6,984.31","214,189,700"
"Jun 21, 2022","6,976.34","7,049.91","6,967.62","7,044.07","7,044.07","235,393,100"
"Jun 20, 2022","6,937.01","6,976.38","6,859.60","6,976.38","6,976.38","270,432,200"
"Jun 17, 2022","6,987.75","6,999.54","6,882.64","6,936.97","6,936.97","281,566,500"
"Jun 16, 2022","7,063.08","7,138.50","7,025.93","7,050.33","7,050.33","268,578,900"
"Jun 15, 2022","7,031.20","7,086.38","6,966.03","7,007.05","7,007.05","274,136,800"
"Jun 14, 2022","6,949.65","7,049.88","6,932.71","7,049.88","7,049.88","234,982,700"
"Jun 13, 2022","6,992.23","6,996.71","6,924.95","6,995.44","6,995.44","262,879,000"
"Jun 10, 2022","7,143.24","7,160.12","7,051.22","7,086.65","7,086.65","244,570,500"
"Jun 9, 2022","7,186.89","7,258.00","7,174.82","7,182.83","7,182.83","270,045,800"
"Jun 8, 2022","7,133.50","7,220.08","7,102.86","7,193.31","7,193.31","260,589,300"
"Jun 7, 2022","7,101.31","7,192.54","7,062.97","7,141.04","7,141.04","275,161,800"
"Jun 6, 2022","7,163.17","7,194.54","7,056.17","7,096.58","7,096.58","231,204,100"
"Jun 3, 2022","7,176.68","7,234.00","7,170.69","7,182.96","7,182.96","240,581,300"
"Jun 2, 2022","7,130.60","7,209.08","7,117.98","7,148.72","7,148.72","227,362,900"
"May 31, 2022","7,064.23","7,148.97","7,033.76","7,148.97","7,148.97","279,640,300"
"May 30, 2022","7,052.17","7,069.25","6,974.62","7,037.56","7,037.56","201,457,000"
"May 27, 2022","6,948.23","7,032.82","6,938.29","7,026.26","7,026.26","196,905,500"
"May 25, 2022","6,914.65","6,944.48","6,858.70","6,883.50","6,883.50","173,878,500"
"May 24, 2022","6,859.22","6,941.67","6,822.14","6,914.14","6,914.14","197,751,100"
"May 23, 2022","6,930.94","6,972.18","6,802.71","6,840.77","6,840.77","181,821,900"
"May 20, 2022","6,839.02","6,965.11","6,804.91","6,918.14","6,918.14","193,153,300"
"May 19, 2022","6,719.76","6,851.72","6,620.68","6,823.33","6,823.33","234,684,500"
"May 18, 2022","6,676.39","6,804.91","6,648.94","6,793.41","6,793.41","192,322,000"
"May 17, 2022","6,603.89","6,703.05","6,574.14","6,644.47","6,644.47","195,947,200"
"May 13, 2022","6,586.58","6,633.01","6,509.88","6,597.99","6,597.99","177,689,000"
"May 12, 2022","6,802.33","6,802.33","6,576.31","6,599.84","6,599.84","194,742,800"
"May 11, 2022","6,833.19","6,902.22","6,796.30","6,816.20","6,816.20","-"
"May 10, 2022","6,747.56","6,832.10","6,662.61","6,819.79","6,819.79","193,141,700"
"May 9, 2022","7,154.92","7,156.48","6,897.00","6,909.75","6,909.75","212,774,700"
"Apr 28, 2022","7,260.27","7,267.11","7,204.60","7,228.91","7,228.91","194,334,400"
"Apr 27, 2022","7,211.71","7,226.02","7,175.07","7,196.76","7,196.76","201,981,800"
"Apr 26, 2022","7,208.92","7,247.48","7,161.66","7,232.15","7,232.15","197,362,000"
"Apr 25, 2022","7,204.16","7,234.31","7,121.86","7,215.98","7,215.98","212,314,600"
"Apr 22, 2022","7,251.98","7,291.48","7,174.81","7,225.61","7,225.61","249,844,600"
"Apr 21, 2022","7,249.50","7,294.67","7,245.73","7,276.19","7,276.19","177,135,800"
"Apr 20, 2022","7,226.87","7,262.56","7,184.96","7,227.36","7,227.36","266,258,400"
"Apr 19, 2022","7,283.42","7,297.39","7,199.23","7,199.23","7,199.23","214,778,100"
"Apr 18, 2022","7,245.50","7,277.08","7,243.36","7,275.29","7,275.29","210,765,700"
"Apr 14, 2022","7,265.32","7,282.91","7,234.33","7,235.53","7,235.53","238,683,900"
"Apr 13, 2022","7,240.19","7,266.40","7,212.86","7,262.78","7,262.78","245,926,100"
"Apr 12, 2022","7,205.08","7,320.24","7,146.59","7,214.78","7,214.78","253,923,400"
"Apr 11, 2022","7,212.00","7,355.30","7,194.61","7,203.79","7,203.79","334,575,500"
"Apr 8, 2022","7,157.31","7,216.49","7,151.26","7,210.83","7,210.83","207,396,700"
"Apr 7, 2022","7,115.09","7,145.17","7,097.90","7,127.37","7,127.37","204,797,800"
"Apr 6, 2022","7,128.41","7,147.99","7,090.22","7,104.22","7,104.22","216,736,400"
"Apr 5, 2022","7,122.91","7,148.30","7,110.11","7,148.30","7,148.30","184,230,300"
"Apr 4, 2022","7,082.25","7,116.22","7,060.21","7,116.22","7,116.22","173,611,100"
"Apr 1, 2022","7,093.70","7,099.30","7,040.49","7,078.76","7,078.76","157,645,900"
"Mar 31, 2022","7,070.76","7,099.50","7,049.81","7,071.44","7,071.44","178,707,400"
"Mar 30, 2022","7,037.20","7,055.87","7,022.65","7,053.19","7,053.19","194,572,800"
"Mar 29, 2022","7,052.73","7,072.78","7,007.91","7,011.69","7,011.69","185,204,100"
"Mar 28, 2022","6,996.32","7,051.54","6,987.22","7,049.60","7,049.60","174,012,100"
"Mar 25, 2022","7,050.55","7,055.34","6,978.40","7,002.53","7,002.53","201,857,500"
"Mar 24, 2022","6,986.18","7,049.69","6,977.83","7,049.69","7,049.69","264,967,400"
"Mar 23, 2022","7,010.84","7,022.04","6,976.16","6,996.12","6,996.12","214,242,900"
"Mar 22, 2022","6,974.98","7,003.26","6,968.20","7,000.82","7,000.82","188,258,200"
"Mar 21, 2022","6,945.89","6,974.15","6,929.93","6,955.18","6,955.18","216,686,100"
"Mar 18, 2022","6,981.26","7,000.59","6,926.41","6,954.96","6,954.96","198,102,900"
"Mar 17, 2022","7,016.53","7,032.70","6,949.17","6,964.38","6,964.38","197,411,300"
"Mar 16, 2022","6,951.35","6,992.40","6,946.84","6,992.40","6,992.40","171,297,500"
"Mar 15, 2022","6,968.35","6,996.32","6,894.92","6,918.19","6,918.19","189,709,300"
"Mar 14, 2022","6,949.21","6,969.99","6,918.31","6,952.20","6,952.20","193,318,000"
"Mar 11, 2022","6,872.63","6,922.60","6,853.86","6,922.60","6,922.60","174,120,300"
"Mar 10, 2022","6,897.17","6,924.01","6,837.73","6,924.01","6,924.01","194,071,700"
"Mar 9, 2022","6,836.67","6,888.93","6,824.09","6,864.44","6,864.44","209,971,800"
"Mar 8, 2022","6,895.63","6,929.86","6,814.18","6,814.18","6,814.18","246,218,500"
"Mar 7, 2022","6,905.32","6,917.93","6,843.81","6,869.07","6,869.07","261,271,800"
"Mar 4, 2022","6,921.32","6,936.99","6,895.73","6,928.33","6,928.33","247,492,300"
"Mar 2, 2022","6,956.62","6,973.36","6,861.96","6,868.40","6,868.40","325,795,100"
"Mar 1, 2022","6,964.70","6,996.94","6,915.98","6,921.44","6,921.44","196,006,400"
"Feb 25, 2022","6,825.37","6,904.91","6,822.24","6,888.17","6,888.17","211,896,500"
"Feb 24, 2022","6,912.48","6,929.91","6,758.86","6,817.82","6,817.82","282,680,700"
"Feb 23, 2022","6,878.63","6,920.06","6,873.81","6,920.06","6,920.06","204,842,700"
"Feb 22, 2022","6,879.82","6,904.00","6,823.94","6,861.99","6,861.99","196,218,500"
"Feb 21, 2022","6,896.75","6,927.91","6,886.13","6,902.96","6,902.96","231,576,400"
"Feb 18, 2022","6,837.52","6,899.41","6,812.36","6,892.82","6,892.82","233,754,300"
"Feb 17, 2022","6,836.18","6,859.71","6,790.59","6,835.12","6,835.12","229,539,500"
"Feb 16, 2022","6,821.93","6,857.65","6,821.16","6,850.20","6,850.20","216,253,600"
"Feb 15, 2022","6,746.36","6,807.50","6,727.36","6,807.50","6,807.50","210,390,400"
"Feb 14, 2022","6,791.32","6,796.71","6,698.51","6,734.49","6,734.49","202,907,800"
"Feb 11, 2022","6,813.61","6,825.06","6,773.54","6,815.61","6,815.61","223,574,800"
"Feb 10, 2022","6,859.33","6,874.35","6,814.21","6,823.64","6,823.64","279,507,200"
"Feb 9, 2022","6,811.75","6,840.39","6,796.63","6,834.61","6,834.61","253,458,500"
"Feb 8, 2022","6,813.18","6,860.75","6,780.42","6,789.52","6,789.52","255,862,800"
"Feb 7, 2022","6,751.35","6,806.73","6,748.91","6,804.94","6,804.94","225,856,300"
"Feb 4, 2022","6,697.94","6,731.39","6,685.40","6,731.39","6,731.39","177,332,600"
"Feb 3, 2022","6,724.40","6,730.60","6,648.08","6,683.85","6,683.85","202,406,000"
"Feb 2, 2022","6,657.79","6,716.60","6,650.30","6,707.65","6,707.65","214,830,000"
"Jan 31, 2022","6,656.71","6,669.91","6,626.66","6,631.15","6,631.15","182,548,300"
"Jan 28, 2022","6,618.72","6,645.51","6,603.49","6,645.51","6,645.51","192,680,600"
"Jan 27, 2022","6,586.85","6,627.41","6,570.75","6,611.16","6,611.16","177,817,500"
"Jan 26, 2022","6,569.82","6,601.34","6,549.52","6,600.82","6,600.82","226,349,800"
"Jan 25, 2022","6,630.88","6,632.95","6,523.93","6,568.17","6,568.17","213,235,100"
"Jan 24, 2022","6,700.82","6,712.26","6,645.41","6,655.17","6,655.17","176,239,200"
"Jan 21, 2022","6,626.35","6,726.37","6,607.42","6,726.37","6,726.37","154,628,300"
"Jan 20, 2022","6,607.80","6,637.21","6,587.77","6,626.87","6,626.87","158,271,000"
"Jan 19, 2022","6,609.83","6,615.45","6,575.38","6,591.98","6,591.98","171,354,300"
"Jan 18, 2022","6,654.96","6,667.40","6,534.27","6,614.06","6,614.06","172,778,900"
"Jan 17, 2022","6,711.41","6,711.82","6,625.86","6,645.05","6,645.05","148,626,000"
"Jan 14, 2022","6,653.65","6,699.41","6,631.05","6,693.40","6,693.40","140,467,300"
"Jan 13, 2022","6,659.97","6,667.94","6,626.34","6,658.36","6,658.36","180,765,500"
"Jan 12, 2022","6,662.40","6,690.32","6,625.76","6,647.06","6,647.06","192,900,600"
"Jan 11, 2022","6,705.80","6,727.77","6,636.50","6,647.97","6,647.97","181,053,500"
"Jan 10, 2022","6,697.38","6,725.02","6,689.28","6,691.12","6,691.12","159,382,400"
"Jan 7, 2022","6,669.51","6,712.15","6,647.71","6,701.32","6,701.32","157,064,700"
"Jan 6, 2022","6,674.85","6,679.85","6,593.23","6,653.35","6,653.35","179,990,500"
"Jan 5, 2022","6,703.17","6,738.11","6,634.84","6,662.30","6,662.30","179,080,500"
"Jan 4, 2022","6,675.13","6,720.66","6,675.13","6,695.37","6,695.37","185,900,100"
"Jan 3, 2022","6,586.26","6,677.20","6,586.13","6,665.31","6,665.31","182,552,700"
"Dec 30, 2021","6,609.44","6,613.73","6,581.48","6,581.48","6,581.48","192,017,600"
"Dec 29, 2021","6,603.76","6,621.58","6,585.40","6,600.68","6,600.68","200,549,500"
"Dec 28, 2021","6,588.13","6,615.95","6,586.52","6,598.34","6,598.34","191,799,500"
"Dec 27, 2021","6,570.56","6,588.43","6,562.55","6,575.44","6,575.44","179,010,000"
"Dec 24, 2021","6,559.09","6,583.86","6,554.98","6,562.90","6,562.90","176,357,600"
"Dec 23, 2021","6,537.60","6,570.29","6,531.78","6,555.55","6,555.55","209,975,800"
"Dec 22, 2021","6,572.54","6,592.17","6,529.59","6,529.59","6,529.59","187,213,900"
"Dec 21, 2021","6,545.54","6,579.89","6,531.56","6,554.31","6,554.31","186,470,700"
"Dec 20, 2021","6,571.35","6,579.13","6,533.52","6,547.11","6,547.11","181,341,400"
"Dec 17, 2021","6,584.89","6,609.04","6,559.30","6,601.93","6,601.93","210,214,300"
"Dec 16, 2021","6,648.29","6,661.94","6,579.36","6,594.80","6,594.80","185,929,900"
"Dec 15, 2021","6,615.72","6,662.84","6,610.45","6,626.26","6,626.26","196,016,500"
"Dec 14, 2021","6,665.38","6,671.31","6,598.69","6,615.64","6,615.64","187,591,100"
"Dec 13, 2021","6,663.74","6,688.38","6,659.17","6,662.87","6,662.87","232,086,300"
"Dec 10, 2021","6,618.69","6,652.92","6,605.42","6,652.92","6,652.92","229,170,800"
"Dec 9, 2021","6,617.13","6,643.93","6,602.88","6,643.93","6,643.93","240,218,200"
"Dec 8, 2021","6,618.75","6,632.94","6,584.97","6,603.80","6,603.80","216,901,600"
"Dec 7, 2021","6,575.98","6,608.63","6,573.11","6,602.57","6,602.57","212,352,000"
"Dec 6, 2021","6,552.82","6,585.26","6,525.98","6,547.12","6,547.12","180,052,400"
"Dec 3, 2021","6,588.01","6,600.17","6,536.91","6,538.51","6,538.51","172,625,500"
"Dec 2, 2021","6,517.34","6,586.90","6,484.58","6,583.82","6,583.82","210,837,500"
"Dec 1, 2021","6,544.52","6,593.07","6,494.50","6,507.68","6,507.68","195,068,500"
"Nov 30, 2021","6,605.80","6,647.48","6,533.93","6,533.93","6,533.93","216,798,600"
"Nov 29, 2021","6,552.80","6,617.29","6,487.75","6,608.29","6,608.29","-"
"Nov 26, 2021","6,688.57","6,691.71","6,544.90","6,561.55","6,561.55","242,523,500"
"Nov 25, 2021","6,694.96","6,751.00","6,694.80","6,699.35","6,699.35","215,655,400"
"Nov 24, 2021","6,697.42","6,698.41","6,668.05","6,683.28","6,683.28","224,587,000"
"Nov 23, 2021","6,716.16","6,732.90","6,662.54","6,677.88","6,677.88","186,336,800"
"Nov 22, 2021","6,731.52","6,754.46","6,690.82","6,723.39","6,723.39","218,097,200"
"Nov 19, 2021","6,651.78","6,720.99","6,651.78","6,720.26","6,720.26","258,781,800"
"Nov 18, 2021","6,653.70","6,669.79","6,621.69","6,636.47","6,636.47","248,016,700"
"Nov 17, 2021","6,667.86","6,679.30","6,650.49","6,675.80","6,675.80","217,158,400"
"Nov 16, 2021","6,598.41","6,654.52","6,592.23","6,651.21","6,651.21","207,039,500"
"Nov 15, 2021","6,661.85","6,675.60","6,610.82","6,616.03","6,616.03","203,267,300"
"Nov 12, 2021","6,710.85","6,714.16","6,646.32","6,651.05","6,651.05","198,646,700"
"Nov 11, 2021","6,694.58","6,704.46","6,671.23","6,691.34","6,691.34","209,193,300"
"Nov 10, 2021","6,665.55","6,683.15","6,651.80","6,683.15","6,683.15","153,422,900"
"Nov 9, 2021","6,640.22","6,669.92","6,633.21","6,669.92","6,669.92","192,392,200"
"Nov 8, 2021","6,599.40","6,637.01","6,592.06","6,632.30","6,632.30","167,444,200"
"Nov 5, 2021","6,600.72","6,608.42","6,550.12","6,581.79","6,581.79","154,117,700"
"Nov 4, 2021","6,588.19","6,617.86","6,583.17","6,586.44","6,586.44","155,291,000"
"Nov 3, 2021","6,497.87","6,561.81","6,485.25","6,552.13","6,552.13","171,604,200"
"Nov 2, 2021","6,557.94","6,573.69","6,480.01","6,493.27","6,493.27","165,299,300"
"Nov 1, 2021","6,618.12","6,627.85","6,552.89","6,552.89","6,552.89","182,528,900"
"Oct 29, 2021","6,561.71","6,596.77","6,551.54","6,591.35","6,591.35","171,512,200"
"Oct 28, 2021","6,578.58","6,600.25","6,509.88","6,524.08","6,524.08","189,347,200"
"Oct 27, 2021","6,664.37","6,670.81","6,590.50","6,602.21","6,602.21","182,503,600"
"Oct 26, 2021","6,640.05","6,680.12","6,638.03","6,656.94","6,656.94","180,194,900"
"Oct 25, 2021","6,626.37","6,673.52","6,625.70","6,625.70","6,625.70","175,632,400"
"Oct 22, 2021","6,620.66","6,655.44","6,585.56","6,643.74","6,643.74","165,782,200"
"Oct 21, 2021","6,670.27","6,687.13","6,602.07","6,632.97","6,632.97","215,065,000"
"Oct 19, 2021","6,665.72","6,677.60","6,613.89","6,656.00","6,656.00","188,504,800"
"Oct 18, 2021","6,649.28","6,684.82","6,620.85","6,658.77","6,658.77","188,565,300"
"Oct 15, 2021","6,645.26","6,680.01","6,573.34","6,633.34","6,633.34","160,148,800"
"Oct 14, 2021","6,552.21","6,637.40","6,552.21","6,626.11","6,626.11","178,191,500"
"Oct 13, 2021","6,502.16","6,600.52","6,492.66","6,536.90","6,536.90","193,450,700"
"Oct 12, 2021","6,462.31","6,504.01","6,460.09","6,486.27","6,486.27","204,607,300"
"Oct 11, 2021","6,482.96","6,506.09","6,451.68","6,459.70","6,459.70","204,779,900"
"Oct 8, 2021","6,440.00","6,497.66","6,436.52","6,481.77","6,481.77","231,302,300"
"Oct 7, 2021","6,414.91","6,458.64","6,392.73","6,416.40","6,416.40","183,232,100"
"Oct 6, 2021","6,313.65","6,441.50","6,307.11","6,417.32","6,417.32","231,440,600"
"Oct 5, 2021","6,337.33","6,361.45","6,277.70","6,288.05","6,288.05","268,318,400"
"Oct 4, 2021","6,234.80","6,342.69","6,234.80","6,342.69","6,342.69","257,881,700"
"Oct 1, 2021","6,269.24","6,272.06","6,202.91","6,228.85","6,228.85","190,252,600"
"Sep 30, 2021","6,175.42","6,286.94","6,174.18","6,286.94","6,286.94","202,745,700"
"Sep 29, 2021","6,100.83","6,162.55","6,086.26","6,162.55","6,162.55","230,726,900"
"Sep 28, 2021","6,128.06","6,137.95","6,097.72","6,113.11","6,113.11","272,570,100"
"Sep 27, 2021","6,141.47","6,163.28","6,109.67","6,122.50","6,122.50","206,632,900"
"Sep 24, 2021","6,142.29","6,163.88","6,119.14","6,144.81","6,144.81","196,295,300"
"Sep 23, 2021","6,117.64","6,148.15","6,117.58","6,142.71","6,142.71","213,294,700"
"Sep 22, 2021","6,060.31","6,123.74","6,059.63","6,108.27","6,108.27","184,349,300"
"Sep 21, 2021","6,049.79","6,068.79","5,996.41","6,060.76","6,060.76","179,600,700"
"Sep 20, 2021","6,132.03","6,133.17","6,053.93","6,076.31","6,076.31","176,619,400"
"Sep 17, 2021","6,098.88","6,133.25","6,086.08","6,133.25","6,133.25","224,719,500"
